timestamp,open,high,low,close,volume,OFI,hawkes_intensity,spread
2026-06-12 09:15:00,1100.01,1100.56,1100.01,1100.56,9375.0,1365.0,1.361366429383736,0.0641666666666841
2026-06-12 09:16:00,1100.52,1100.62,1100.3,1100.54,5790.0,-150.0,1.8670192956365106,0.07093023255813319
2026-06-12 09:17:00,1100.58,1100.71,1100.36,1100.47,13785.0,-4125.0,5.1509645125412655,0.11244186046510919
2026-06-12 09:18:00,1100.48,1100.66,1099.51,1099.72,9285.0,255.0,2.758522058342794,0.08318181818182521
2026-06-12 09:19:00,1099.68,1100.25,1099.68,1100.25,13545.0,2415.0,2.0785287477591714,0.07849315068490684
2026-06-12 09:20:00,1100.09,1100.8,1099.9,1100.66,15135.0,-2205.0,2.702098789105712,0.08534090909091416
2026-06-12 09:21:00,1100.54,1100.59,1099.94,1100.05,6270.0,-3180.0,1.5211291497397037,0.06476190476191082
2026-06-12 09:22:00,1100.04,1100.04,1099.44,1099.47,5895.0,255.0,1.3488986302346,0.06651162790696913
2026-06-12 09:23:00,1099.56,1099.73,1099.28,1099.62,5145.0,-345.0,1.2814163738560955,0.06555555555554646
2026-06-12 09:24:00,1099.66,1099.77,1099.47,1099.66,6030.0,540.0,1.898866735902857,0.07812500000002842
2026-06-12 09:25:00,1099.66,1099.94,1099.54,1099.79,7110.0,-2040.0,1.5272930830132636,0.06913043478261502
2026-06-12 09:26:00,1099.77,1100.42,1099.66,1099.96,7695.0,-1335.0,2.0490515458615706,0.0805357142857263
2026-06-12 09:27:00,1099.94,1100.62,1099.72,1100.58,15960.0,4170.0,4.46979227576346,0.1011363636363285
2026-06-12 09:28:00,1100.59,1100.72,1100.03,1100.16,3915.0,345.0,1.8122434568025745,0.0718604651163036
2026-06-12 09:29:00,1100.25,1100.47,1100.03,1100.25,9390.0,3390.0,2.8495912686336036,0.07947368421051786
2026-06-12 09:30:00,1100.3,1100.4,1099.94,1100.22,10455.0,2235.0,2.4587965460596974,0.07948275862068009
2026-06-12 09:31:00,1100.22,1100.26,1100.05,1100.17,4575.0,-1155.0,0.9497785922087395,0.06040000000008149
2026-06-12 09:32:00,1100.18,1100.58,1100.08,1100.34,8850.0,810.0,2.0340596633062584,0.0731147540983538
2026-06-12 09:33:00,1100.4,1101.35,1100.26,1101.34,15525.0,3105.0,3.6385349057751704,0.09193877551021559
2026-06-12 09:34:00,1101.34,1102.07,1101.3,1102.07,6105.0,2895.0,1.9182697942909726,0.07191489361704295
2026-06-12 09:35:00,1102.05,1102.44,1101.92,1101.96,7800.0,-240.0,1.5057258650264067,0.06893617021276131
2026-06-12 09:36:00,1102.02,1102.34,1101.93,1102.18,9990.0,4620.0,1.9172569264617398,0.07387755102041521
2026-06-12 09:37:00,1102.08,1102.35,1101.98,1102.22,5595.0,-315.0,1.7206528444335445,0.07222222222217549
2026-06-12 09:38:00,1102.28,1102.28,1101.72,1102.14,12000.0,2340.0,1.7821870778816085,0.07075757575760443
2026-06-12 09:39:00,1102.09,1102.17,1101.31,1101.51,16830.0,4620.0,2.9379600066870286,0.08376344086021466
2026-06-12 09:40:00,1101.46,1101.69,1101.27,1101.5,9180.0,-5970.0,2.3125773453673055,0.07795454545455724
2026-06-12 09:41:00,1101.52,1101.7,1101.23,1101.7,4860.0,-1350.0,0.7416400103693751,0.05839999999999236
