timestamp,open,high,low,close,volume,OFI,hawkes_intensity,spread
2026-06-12 09:15:00,3900.0,3900.0,3898.96,3899.21,6590.0,-1090.0,1.3330215447654148,0.058837209302340814
2026-06-12 09:16:00,3899.18,3899.46,3899.08,3899.34,9370.0,-930.0,2.028892343770491,0.07173076923076958
2026-06-12 09:17:00,3899.34,3899.95,3899.34,3899.7,8490.0,670.0,2.5523209865184957,0.07609375000002672
2026-06-12 09:18:00,3899.62,3899.94,3899.62,3899.92,4630.0,-30.0,1.2631977603902496,0.06156250000000796
2026-06-12 09:19:00,3899.92,3900.48,3899.88,3900.4,6220.0,-980.0,0.8175761665439106,0.05411764705882781
2026-06-12 09:20:00,3900.36,3900.46,3899.88,3899.88,8030.0,-950.0,1.568192920943507,0.06241935483869325
2026-06-12 09:21:00,3899.88,3900.16,3899.73,3900.04,7530.0,-850.0,1.4294356691999537,0.0640909090908818
2026-06-12 09:22:00,3900.06,3900.44,3899.9,3900.4,9360.0,4540.0,2.1737272813002826,0.07807692307690453
2026-06-12 09:23:00,3900.44,3900.9,3900.4,3900.62,12850.0,-4930.0,2.3054178629017117,0.07460526315791963
2026-06-12 09:24:00,3900.58,3900.58,3899.7,3899.86,9370.0,-1410.0,2.462409861618364,0.0764179104477935
2026-06-12 09:25:00,3899.82,3899.98,3899.4,3899.86,9810.0,3470.0,1.7021188617698737,0.06239130434778417
2026-06-12 09:26:00,3899.88,3900.08,3899.55,3899.72,13320.0,-1120.0,2.1943166207752305,0.07315789473681746
2026-06-12 09:27:00,3899.6,3900.34,3899.56,3900.26,11240.0,900.0,2.2953029042049553,0.07328571428570935
2026-06-12 09:28:00,3900.26,3900.86,3900.16,3900.76,13650.0,-210.0,4.27320384272369,0.09928571428576087
2026-06-12 09:29:00,3900.71,3900.88,3900.32,3900.44,5500.0,1920.0,0.9891731612162658,0.05750000000000455
2026-06-12 09:30:00,3900.48,3900.64,3900.33,3900.4,3340.0,580.0,0.9269514981499106,0.054736842105213374
2026-06-12 09:31:00,3900.34,3900.4,3898.94,3899.2,16620.0,2240.0,2.3274707638987095,0.07242424242422019
2026-06-12 09:32:00,3899.11,3899.58,3899.04,3899.44,6700.0,700.0,1.229728912796735,0.06171428571426856
2026-06-12 09:33:00,3899.5,3899.66,3899.12,3899.42,4320.0,300.0,1.058224561266619,0.05555555555560608
2026-06-12 09:34:00,3899.52,3899.86,3899.34,3899.82,9400.0,4640.0,1.665736638160025,0.06784313725485809
2026-06-12 09:35:00,3899.86,3900.32,3899.78,3900.32,7940.0,1780.0,1.2344989071207781,0.05692307692306013
2026-06-12 09:36:00,3900.26,3900.34,3899.6,3899.82,13360.0,-1640.0,3.0819561846910464,0.0823255813953427
2026-06-12 09:37:00,3899.8,3899.9,3899.53,3899.76,6440.0,680.0,1.3644008960678224,0.06153846153845221
2026-06-12 09:38:00,3899.76,3900.18,3899.52,3899.82,11890.0,-1750.0,1.7261785397026572,0.07057142857137089
2026-06-12 09:39:00,3899.9,3900.52,3899.7,3900.42,4710.0,590.0,1.1313299785833266,0.057297297297306635
2026-06-12 09:40:00,3900.46,3900.68,3899.88,3900.02,10420.0,4740.0,2.274389844711242,0.07444444444441042
2026-06-12 09:41:00,3899.85,3900.88,3899.8,3900.88,12350.0,1150.0,1.891045804972058,0.06887323943663715
2026-06-12 09:42:00,3900.92,3901.12,3900.66,3901.07,7850.0,-570.0,1.5031233310127063,0.0619999999999709
2026-06-12 09:43:00,3901.06,3901.1,3900.77,3900.88,6730.0,2690.0,1.8102824207915178,0.07111111111109697
2026-06-12 09:44:00,3900.94,3901.02,3900.08,3900.36,9180.0,2980.0,1.1500784592406355,0.05685185185184646
2026-06-12 09:45:00,3900.3,3900.44,3899.68,3899.74,8500.0,-4600.0,3.430776256175783,0.09045454545452519
2026-06-12 09:46:00,3899.7,3899.7,3899.12,3899.4,3080.0,220.0,1.5441992746429067,0.0642857142856883
2026-06-12 09:47:00,3899.46,3899.56,3898.91,3899.32,21520.0,820.0,2.564037640452539,0.07669642857143799
2026-06-12 09:48:00,3899.28,3899.78,3899.19,3899.58,16260.0,1300.0,2.962310426161463,0.08199999999997999
2026-06-12 09:49:00,3899.52,3899.84,3899.26,3899.84,8830.0,3610.0,1.7703718114688591,0.0701562500000037
2026-06-12 09:50:00,3899.78,3899.98,3899.58,3899.58,6180.0,-1000.0,1.0401462443773013,0.05846153846148529
2026-06-12 09:51:00,3899.6,3899.66,3899.3,3899.4,6890.0,-2270.0,1.3037480810159685,0.05999999999997299
2026-06-12 09:52:00,3899.24,3899.41,3899.04,3899.34,12670.0,-1390.0,1.7998465242156214,0.06352941176476402
2026-06-12 09:53:00,3899.34,3899.42,3899.04,3899.18,3890.0,-610.0,1.0715254695531544,0.05586206896548212
2026-06-12 09:54:00,3899.14,3899.4,3899.1,3899.38,5280.0,-580.0,1.9145625020868542,0.06787878787886395
2026-06-12 09:55:00,3899.44,3899.56,3899.13,3899.38,7180.0,920.0,1.6855120417207161,0.06937499999997243
2026-06-12 09:56:00,3899.38,3899.98,3899.08,3899.16,15360.0,3420.0,3.114961128803988,0.08621359223298869
2026-06-12 09:57:00,3899.1,3899.14,3898.84,3898.98,4300.0,-1180.0,0.8833687961559947,0.05161290322577418
2026-06-12 09:58:00,3899.08,3899.08,3898.37,3898.44,9840.0,-2560.0,1.391949412484003,0.05827586206891251
2026-06-12 09:59:00,3898.42,3898.54,3898.14,3898.34,7760.0,2220.0,1.1389624177989208,0.05780487804875564
2026-06-12 10:00:00,3898.42,3898.89,3898.26,3898.54,12430.0,-1790.0,2.227608478577495,0.0742666666666264
2026-06-12 10:01:00,3898.56,3898.62,3897.96,3897.96,8370.0,-1870.0,1.3142760111524108,0.06324324324323488
2026-06-12 10:02:00,3897.92,3898.34,3897.83,3898.34,8930.0,90.0,1.9806594947531753,0.0736666666666603
2026-06-12 10:03:00,3898.26,3898.72,3897.96,3898.36,13740.0,-3440.0,3.84301834912238,0.09144578313250996
2026-06-12 10:04:00,3898.34,3898.46,3897.68,3897.71,7400.0,-20.0,1.2222994359224395,0.05877551020407458
2026-06-12 10:05:00,3897.76,3897.82,3897.48,3897.62,10200.0,2720.0,2.5274548471953335,0.07758064516128944
2026-06-12 10:06:00,3897.64,3898.23,3897.58,3897.8,10270.0,-190.0,2.9375230078444368,0.08435483870966304
2026-06-12 10:07:00,3897.88,3897.98,3897.48,3897.62,9300.0,540.0,1.24929210800809,0.06318181818176072
2026-06-12 10:08:00,3897.64,3897.7,3897.46,3897.5,2740.0,280.0,0.7615801334651999,0.05142857142858962
2026-06-12 10:09:00,3897.52,3897.52,3896.62,3896.62,7020.0,520.0,1.2695247714308373,0.06024390243906388
2026-06-12 10:10:00,3896.62,3896.74,3896.06,3896.23,10300.0,1720.0,3.0331181137550773,0.08392857142856817
2026-06-12 10:11:00,3896.26,3896.26,3895.8,3895.82,6900.0,2740.0,1.4790501509495038,0.06255319148932416
2026-06-12 10:12:00,3895.84,3895.9,3895.21,3895.5,11600.0,860.0,1.852900070703048,0.06770491803278123
2026-06-12 10:13:00,3895.48,3895.48,3894.77,3895.16,8280.0,0.0,1.6715612966951097,0.06888888888886834
2026-06-12 10:14:00,3895.0,3895.06,3894.88,3895.04,2410.0,-970.0,0.6943397684971173,0.048799999999955615
2026-06-12 10:15:00,3894.98,3895.34,3894.82,3895.34,8640.0,-2860.0,1.4569656554302537,0.06523809523806838
2026-06-12 10:16:00,3895.36,3895.68,3895.34,3895.55,6000.0,1180.0,1.0392957520923634,0.05677419354833546
2026-06-12 10:17:00,3895.46,3895.8,3895.44,3895.56,3210.0,1670.0,0.8784269832405166,0.05652173913048224
2026-06-12 10:18:00,3895.54,3895.67,3895.02,3895.16,11840.0,560.0,2.148859399510499,0.07084337349395531
2026-06-12 10:19:00,3895.16,3895.28,3894.76,3895.03,3300.0,-1540.0,1.1727313225305576,0.06034482758619122
2026-06-12 10:20:00,3895.0,3895.34,3894.75,3894.96,12230.0,3070.0,3.809911884824558,0.09282352941173111
