timestamp,open,high,low,close,volume,OFI,hawkes_intensity,spread
2026-06-12 09:15:00,2800.1,2800.1,2799.64,2799.78,11060.0,2100.0,1.2071186035430554,0.058035714285763006
2026-06-12 09:16:00,2799.7,2799.89,2799.58,2799.71,9450.0,2670.0,1.662546585355019,0.06800000000002
2026-06-12 09:17:00,2799.82,2799.82,2799.34,2799.41,5410.0,530.0,1.4198090854345577,0.06136363636363223
2026-06-12 09:18:00,2799.38,2799.38,2799.08,2799.23,5910.0,910.0,2.1613661546198615,0.07318181818188597
2026-06-12 09:19:00,2799.18,2799.24,2798.85,2799.12,6190.0,90.0,1.6845671306863175,0.06999999999997335
2026-06-12 09:20:00,2799.04,2799.1,2798.66,2798.8,6220.0,1620.0,1.3417802599334892,0.055999999999983174
2026-06-12 09:21:00,2798.84,2798.94,2798.3,2798.39,8880.0,1480.0,1.0958939570745554,0.05210526315788325
2026-06-12 09:22:00,2798.26,2798.44,2798.12,2798.44,3760.0,-1200.0,1.1203852942896315,0.05777777777780102
2026-06-12 09:23:00,2798.38,2798.8,2798.04,2798.12,12510.0,750.0,3.702984384263492,0.091325301204791
2026-06-12 09:24:00,2798.12,2798.12,2797.56,2797.62,10520.0,-100.0,1.4405831836251493,0.06604651162787864
2026-06-12 09:25:00,2797.56,2798.28,2797.56,2798.0,6560.0,320.0,1.4515993263632399,0.06595744680849903
2026-06-12 09:26:00,2797.92,2798.06,2797.38,2797.38,6830.0,170.0,1.2914390060922787,0.05836363636365356
2026-06-12 09:27:00,2797.42,2798.2,2797.4,2798.04,9940.0,920.0,1.6157523267363048,0.0635483870967384
2026-06-12 09:28:00,2797.92,2798.0,2797.62,2797.7,5810.0,-750.0,1.0324802106770137,0.05545454545455703
2026-06-12 09:29:00,2797.72,2798.22,2797.66,2798.22,4410.0,90.0,1.0633475724409975,0.05195121951220887
2026-06-12 09:30:00,2798.14,2798.53,2797.82,2798.42,12210.0,-2050.0,2.0352299157292197,0.06741379310346145
2026-06-12 09:31:00,2798.37,2798.39,2797.53,2797.64,13200.0,1800.0,1.9824428066888151,0.07079365079363693
2026-06-12 09:32:00,2797.71,2798.02,2797.6,2797.6,10660.0,160.0,1.7681260130376903,0.06754385964911323
2026-06-12 09:33:00,2797.48,2797.52,2797.08,2797.24,7430.0,-650.0,1.7653448965295444,0.06490196078429482
2026-06-12 09:34:00,2797.24,2797.44,2797.1,2797.16,5290.0,2510.0,1.0742517192997219,0.05290322580646217
2026-06-12 09:35:00,2797.26,2797.52,2796.94,2796.96,12670.0,-3590.0,1.8576547000279873,0.06999999999997646
2026-06-12 09:36:00,2796.98,2797.24,2796.94,2797.14,6850.0,5090.0,1.6580042649579525,0.06687499999999602
2026-06-12 09:37:00,2797.2,2797.42,2797.1,2797.11,6270.0,-4270.0,1.4601422993882127,0.06225806451609441
2026-06-12 09:38:00,2797.06,2797.97,2797.06,2797.48,13210.0,-390.0,2.8205526716475404,0.08207317073172972
2026-06-12 09:39:00,2797.46,2797.82,2797.12,2797.12,10140.0,-3880.0,2.46571457100201,0.07820895522385019
2026-06-12 09:40:00,2797.04,2797.08,2796.58,2796.58,4430.0,-2170.0,0.8199494510668224,0.052962962962940056
2026-06-12 09:41:00,2796.64,2796.98,2796.56,2796.88,4910.0,1790.0,0.9605470268276646,0.05343750000001535
2026-06-12 09:42:00,2796.84,2797.32,2796.84,2797.18,6260.0,1160.0,1.2639116651370974,0.058974358974317
2026-06-12 09:43:00,2797.12,2797.16,2796.72,2796.96,9310.0,1270.0,1.5101239725349056,0.06693877551016177
2026-06-12 09:44:00,2797.0,2797.12,2796.42,2796.44,9280.0,-1680.0,1.9379824862013058,0.07033333333333
2026-06-12 09:45:00,2796.42,2796.7,2796.26,2796.26,13540.0,780.0,2.130650073270898,0.07185714285712623
2026-06-12 09:46:00,2796.26,2796.53,2796.0,2796.02,10300.0,520.0,2.2432956431228166,0.07499999999995614
2026-06-12 09:47:00,2796.02,2796.3,2795.9,2796.3,3390.0,890.0,1.2315681569890837,0.058235294117620844
