timestamp,mid_price,trade_size,trade_direction,hawkes_intensity,bid_price,ask_price,bid_size,ask_size,trade_price
2026-06-12 09:15:00.834553,1450.03,60.0,-1.0,0.3,1450.0,1450.06,179,942,1450.0
2026-06-12 09:15:02.255949,1450.07,60.0,-1.0,0.3929037446103861,1450.04,1450.1,407,899,1450.04
2026-06-12 09:15:03.268632,1450.04,105.0,-1.0,0.5088918396206361,1450.02,1450.06,140,414,1450.02
2026-06-12 09:15:09.572392,1449.98,165.0,1.0,0.30001663562183734,1449.96,1450.0,939,805,1450.0
2026-06-12 09:15:10.267429,1449.97,165.0,-1.0,0.6434440377818167,1449.94,1450.0,642,500,1449.94
2026-06-12 09:15:11.978285,1449.94,30.0,1.0,0.3709680875148919,1449.92,1449.96,118,719,1449.96
2026-06-12 09:15:12.153843,1449.94,150.0,1.0,1.2266072395895504,1449.92,1449.96,136,833,1449.96
2026-06-12 09:15:12.170198,1449.97,105.0,1.0,2.3649161603104334,1449.92,1450.02,318,163,1450.02
2026-06-12 09:15:12.473353,1450.03,30.0,1.0,2.1918473568198302,1449.98,1450.08,795,229,1450.08
2026-06-12 09:15:13.313419,1450.01,30.0,1.0,0.9815740866333196,1449.98,1450.04,715,797,1450.04
2026-06-12 09:15:13.934525,1450.06,375.0,1.0,0.915155083996559,1450.04,1450.08,220,781,1450.08
2026-06-12 09:15:14.046534,1450.11,300.0,1.0,1.7837228436088852,1450.08,1450.14,502,921,1450.14
2026-06-12 09:15:14.151296,1450.15,240.0,1.0,2.522502253323128,1450.1,1450.2,777,701,1450.2
2026-06-12 09:15:14.407300,1450.08,75.0,-1.0,2.4588245751624593,1450.03,1450.13,549,776,1450.03
2026-06-12 09:15:14.453047,1450.06,75.0,-1.0,3.393324509595695,1450.01,1450.11,844,262,1450.01
2026-06-12 09:15:14.485655,1450.02,150.0,1.0,4.34858271037438,1449.97,1450.07,495,275,1450.07
2026-06-12 09:15:14.586966,1449.99,465.0,1.0,4.673654939540681,1449.94,1450.04,851,952,1450.04
2026-06-12 09:15:14.685768,1450.0,210.0,1.0,4.965558922571051,1449.95,1450.05,413,209,1450.05
2026-06-12 09:15:14.786238,1450.04,105.0,1.0,5.1951845158126115,1449.99,1450.09,683,667,1450.09
2026-06-12 09:15:15.371333,1450.04,120.0,-1.0,2.4261827068175217,1449.99,1450.09,714,126,1449.99
2026-06-12 09:15:15.863034,1450.08,45.0,-1.0,1.6726759223773422,1450.05,1450.1,111,117,1450.05
2026-06-12 09:15:17.762165,1450.08,105.0,-1.0,0.3842903059933837,1450.05,1450.1,301,138,1450.05
2026-06-12 09:15:20.257831,1450.14,345.0,-1.0,0.3143788982761417,1450.12,1450.17,114,307,1450.12
2026-06-12 09:15:20.372855,1450.22,45.0,-1.0,1.2872729308253013,1450.2,1450.24,992,773,1450.2
2026-06-12 09:15:20.548414,1450.21,135.0,1.0,1.8946409302245022,1450.18,1450.24,148,513,1450.24
