timestamp,mid_price,trade_size,trade_direction,hawkes_intensity,bid_price,ask_price,bid_size,ask_size,trade_price
2026-06-12 09:15:02.465473,2800.08,20.0,1.0,0.3,2800.06,2800.1,344,368,2800.1
2026-06-12 09:15:03.784401,2800.02,20.0,-1.0,0.41172117305561706,2800.0,2800.04,137,775,2800.0
2026-06-12 09:15:05.471427,2800.02,50.0,1.0,0.36295678816400306,2800.0,2800.04,809,516,2800.04
2026-06-12 09:15:05.854060,2800.05,40.0,1.0,0.9342680836693049,2800.02,2800.08,778,358,2800.08
2026-06-12 09:15:06.843261,2800.03,120.0,1.0,0.6091539036872857,2800.0,2800.06,241,417,2800.06
2026-06-12 09:15:07.325250,2800.02,10.0,-1.0,0.9337941367089635,2800.0,2800.04,759,177,2800.0
2026-06-12 09:15:07.340677,2799.99,90.0,-1.0,2.08357162493547,2799.96,2800.02,716,561,2799.96
2026-06-12 09:15:07.966261,2799.92,50.0,-1.0,1.2676072531579372,2799.9,2799.94,988,764,2799.9
2026-06-12 09:15:08.350262,2799.89,180.0,-1.0,1.3859128945253145,2799.86,2799.92,234,794,2799.86
2026-06-12 09:15:08.467274,2799.86,240.0,-1.0,2.1517734649265288,2799.81,2799.91,527,706,2799.81
2026-06-12 09:15:08.820852,2799.81,70.0,-1.0,1.9149156547240864,2799.78,2799.84,946,555,2799.78
2026-06-12 09:15:08.963896,2799.87,90.0,1.0,2.4759238411034623,2799.82,2799.92,464,563,2799.92
2026-06-12 09:15:15.756366,2799.82,60.0,-1.0,0.30001653921275884,2799.8,2799.84,609,406,2799.8
2026-06-12 09:15:15.786771,2799.78,160.0,-1.0,1.436104926604359,2799.76,2799.8,439,123,2799.76
2026-06-12 09:15:18.375755,2799.82,30.0,-1.0,0.322110855176001,2799.8,2799.84,674,980,2799.8
2026-06-12 09:15:18.389673,2799.77,100.0,-1.0,1.491875099012832,2799.74,2799.8,161,686,2799.74
2026-06-12 09:15:18.899277,2799.82,70.0,-1.0,1.255796996474556,2799.8,2799.84,830,623,2799.8
2026-06-12 09:15:19.071383,2799.84,140.0,-1.0,1.881494403865098,2799.82,2799.86,676,433,2799.82
2026-06-12 09:15:19.125577,2799.73,40.0,-1.0,2.8229757573422063,2799.68,2799.78,116,635,2799.68
2026-06-12 09:15:19.335275,2799.74,120.0,-1.0,2.85248318775843,2799.69,2799.79,124,789,2799.69
2026-06-12 09:15:19.809683,2799.77,150.0,-1.0,1.8975705976271235,2799.74,2799.8,452,669,2799.74
2026-06-12 09:15:19.959186,2799.86,10.0,-1.0,2.437517346221403,2799.81,2799.91,597,724,2799.81
2026-06-12 09:15:21.284899,2799.79,40.0,1.0,0.6069543372325343,2799.76,2799.82,542,286,2799.82
2026-06-12 09:15:21.397173,2799.76,20.0,-1.0,1.531209807195224,2799.74,2799.79,954,645,2799.74
2026-06-12 09:15:21.495097,2799.76,800.0,-1.0,2.3383197825926163,2799.71,2799.81,816,141,2799.71
2026-06-12 09:15:21.706143,2799.78,70.0,1.0,2.5148205175022063,2799.73,2799.83,476,757,2799.83
2026-06-12 09:15:22.632736,2799.76,30.0,-1.0,0.9442030060223581,2799.74,2799.79,198,122,2799.74
2026-06-12 09:15:26.050537,2799.81,310.0,-1.0,0.3039265436996046,2799.78,2799.84,791,906,2799.78
2026-06-12 09:15:28.130373,2799.74,250.0,1.0,0.32849247205279547,2799.71,2799.76,426,783,2799.76
2026-06-12 09:15:28.197968,2799.73,400.0,1.0,1.3877562961764345,2799.7,2799.76,421,993,2799.76
2026-06-12 09:15:28.638743,2799.67,40.0,1.0,1.334767431103796,2799.64,2799.7,283,739,2799.7
2026-06-12 09:15:30.376624,2799.64,10.0,1.0,0.39787646086329004,2799.62,2799.66,246,820,2799.66
2026-06-12 09:15:30.513697,2799.69,140.0,1.0,1.3140964935616524,2799.66,2799.72,763,161,2799.72
2026-06-12 09:15:31.997663,2799.71,390.0,-1.0,0.45315652123831973,2799.68,2799.74,137,332,2799.68
2026-06-12 09:15:34.537756,2799.66,180.0,-1.0,0.3139855955635378,2799.64,2799.68,829,212,2799.64
2026-06-12 09:15:34.627381,2799.67,170.0,-1.0,1.3331207860575656,2799.64,2799.7,901,907,2799.64
2026-06-12 09:15:34.937992,2799.66,100.0,1.0,1.5767264628596376,2799.64,2799.68,691,806,2799.68
2026-06-12 09:15:39.543198,2799.72,20.0,1.0,0.3006220861308241,2799.7,2799.74,452,256,2799.74
2026-06-12 09:15:40.419069,2799.7,70.0,1.0,0.5481485826984611,2799.68,2799.72,112,520,2799.72
2026-06-12 09:15:40.598772,2799.75,130.0,1.0,1.3479341093426047,2799.72,2799.78,692,839,2799.78
2026-06-12 09:15:41.124741,2799.7,40.0,-1.0,1.1722028689286028,2799.68,2799.72,706,555,2799.68
2026-06-12 09:15:41.855889,2799.75,180.0,-1.0,0.8557403168562943,2799.72,2799.78,652,617,2799.72
2026-06-12 09:15:42.159265,2799.73,270.0,1.0,1.3169566326681945,2799.7,2799.76,204,535,2799.76
2026-06-12 09:15:43.534192,2799.7,100.0,1.0,0.4866100973860032,2799.68,2799.72,569,218,2799.72
2026-06-12 09:15:43.537087,2799.69,1140.0,1.0,1.6794033486038675,2799.66,2799.72,387,468,2799.72
2026-06-12 09:15:43.904796,2799.74,150.0,-1.0,1.6306697869116833,2799.71,2799.76,215,689,2799.71
2026-06-12 09:15:45.944688,2799.75,320.0,-1.0,0.36435619871734803,2799.72,2799.78,938,306,2799.72
2026-06-12 09:15:46.269519,2799.8,260.0,1.0,1.0045944503353363,2799.78,2799.82,712,469,2799.82
2026-06-12 09:15:46.458785,2799.83,150.0,1.0,1.6547147258280592,2799.8,2799.86,276,177,2799.86
2026-06-12 09:15:47.091380,2799.81,350.0,-1.0,1.1181320198689702,2799.78,2799.84,262,220,2799.78
2026-06-12 09:15:47.510990,2799.81,20.0,1.0,1.2482611708272318,2799.78,2799.84,971,222,2799.84
2026-06-12 09:15:49.611969,2799.76,220.0,1.0,0.34894282287418105,2799.74,2799.79,727,517,2799.79
2026-06-12 09:15:49.660755,2799.84,1010.0,1.0,1.4439438390711823,2799.82,2799.86,846,145,2799.86
2026-06-12 09:15:49.758460,2799.76,160.0,1.0,2.2659306056401234,2799.71,2799.81,594,118,2799.81
2026-06-12 09:15:53.967402,2799.77,220.0,1.0,0.30162272485830577,2799.74,2799.8,248,158,2799.8
2026-06-12 09:15:57.966626,2799.75,1440.0,1.0,0.3008983691895185,2799.72,2799.78,998,430,2799.78
2026-06-12 09:16:03.802653,2799.67,80.0,1.0,0.30003290847834635,2799.64,2799.7,625,348,2799.7
2026-06-12 09:16:20.241645,2799.67,20.0,1.0,0.3000000000001692,2799.64,2799.7,986,743,2799.7
2026-06-12 09:16:20.451973,2799.72,280.0,1.0,1.1217904610158045,2799.7,2799.74,760,745,2799.74
2026-06-12 09:16:21.318574,2799.71,40.0,1.0,0.7249015936263741,2799.68,2799.74,270,996,2799.74
2026-06-12 09:16:21.371512,2799.73,80.0,1.0,1.777214649798977,2799.7,2799.76,218,554,2799.76
2026-06-12 09:16:22.351119,2799.67,140.0,1.0,0.759087498016344,2799.64,2799.7,397,205,2799.7
2026-06-12 09:16:22.770497,2799.71,110.0,-1.0,1.079881826272503,2799.68,2799.74,344,662,2799.68
2026-06-12 09:16:22.905311,2799.67,290.0,-1.0,1.8532840694920056,2799.64,2799.7,614,475,2799.64
2026-06-12 09:16:23.325346,2799.6,100.0,-1.0,1.5926982617041492,2799.58,2799.62,999,581,2799.58
2026-06-12 09:16:23.448301,2799.62,50.0,1.0,2.297801602664169,2799.57,2799.67,983,633,2799.67
2026-06-12 09:16:23.545298,2799.65,220.0,-1.0,2.9855013942592725,2799.6,2799.7,670,604,2799.6
2026-06-12 09:16:23.590163,2799.68,90.0,-1.0,3.884057591462857,2799.63,2799.73,605,287,2799.63
2026-06-12 09:16:23.763976,2799.64,120.0,-1.0,3.7988221941223483,2799.59,2799.69,668,503,2799.59
2026-06-12 09:16:24.603751,2799.67,190.0,1.0,1.3363613399630052,2799.64,2799.7,914,684,2799.7
2026-06-12 09:16:28.184603,2799.67,300.0,1.0,0.3035504426587424,2799.64,2799.7,373,304,2799.7
2026-06-12 09:16:28.234806,2799.66,770.0,-1.0,1.3995600891142792,2799.64,2799.68,193,297,2799.64
2026-06-12 09:16:28.350410,2799.65,120.0,1.0,2.16755810806525,2799.6,2799.7,525,305,2799.7
2026-06-12 09:16:29.175312,2799.62,30.0,-1.0,0.9949306347682523,2799.6,2799.64,644,511,2799.6
2026-06-12 09:16:29.469630,2799.65,80.0,-1.0,1.4156197845376601,2799.62,2799.68,686,307,2799.62
2026-06-12 09:16:29.479350,2799.62,10.0,1.0,2.575458043077214,2799.57,2799.67,843,740,2799.67
2026-06-12 09:16:29.899878,2799.6,1490.0,1.0,1.9303205105617929,2799.58,2799.62,523,408,2799.62
2026-06-12 09:16:30.251455,2799.61,120.0,-1.0,1.8031321280151535,2799.58,2799.64,682,574,2799.58
2026-06-12 09:16:31.089266,2799.75,70.0,-1.0,0.8983088183348562,2799.72,2799.78,385,865,2799.72
2026-06-12 09:16:31.781325,2799.78,220.0,-1.0,0.8174413416170314,2799.76,2799.8,959,234,2799.76
2026-06-12 09:16:33.294459,2799.84,330.0,1.0,0.4127247419566822,2799.82,2799.86,812,178,2799.86
2026-06-12 09:16:41.149138,2799.84,390.0,1.0,0.30000095046208597,2799.82,2799.86,914,990,2799.86
2026-06-12 09:16:43.735264,2799.85,80.0,1.0,0.31141639937590626,2799.82,2799.88,547,835,2799.88
2026-06-12 09:16:48.921633,2799.81,350.0,1.0,0.300106893980949,2799.78,2799.84,984,134,2799.84
2026-06-12 09:16:48.932103,2799.73,190.0,1.0,1.4776999201297123,2799.7,2799.76,440,969,2799.76
2026-06-12 09:16:49.322207,2799.85,80.0,1.0,1.4781515225035766,2799.82,2799.88,764,746,2799.88
2026-06-12 09:16:49.630041,2799.85,400.0,-1.0,1.666458246147976,2799.82,2799.88,364,822,2799.82
2026-06-12 09:16:49.645323,2799.84,10.0,1.0,2.7968258641771113,2799.79,2799.89,935,542,2799.89
2026-06-12 09:16:49.863636,2799.82,290.0,1.0,2.795554793327156,2799.77,2799.87,922,400,2799.87
2026-06-12 09:16:50.122018,2799.82,310.0,1.0,2.6211020183827243,2799.77,2799.87,408,944,2799.87
2026-06-12 09:16:50.379159,2799.76,90.0,-1.0,2.5164823528046076,2799.71,2799.81,764,913,2799.71
2026-06-12 09:16:50.473676,2799.75,40.0,-1.0,3.1819868746761912,2799.7,2799.8,216,136,2799.7
2026-06-12 09:16:50.767661,2799.71,170.0,1.0,2.7046685168202274,2799.66,2799.76,769,298,2799.76
2026-06-12 09:16:51.005372,2799.73,490.0,1.0,2.6498435013603387,2799.68,2799.78,619,113,2799.78
2026-06-12 09:16:51.128491,2799.78,20.0,-1.0,3.144219924361946,2799.73,2799.83,833,238,2799.73
2026-06-12 09:16:51.613558,2799.75,100.0,-1.0,1.9890535736361306,2799.72,2799.78,622,338,2799.72
2026-06-12 09:16:52.078019,2799.8,120.0,1.0,1.5521967989419714,2799.78,2799.82,163,164,2799.82
2026-06-12 09:16:52.116055,2799.81,30.0,1.0,2.5899253123019115,2799.76,2799.86,371,191,2799.86
2026-06-12 09:16:52.170338,2799.84,30.0,-1.0,3.465057204066906,2799.79,2799.89,473,577,2799.79
2026-06-12 09:16:55.076524,2799.79,60.0,-1.0,0.3233419706088265,2799.76,2799.82,281,519,2799.76
2026-06-12 09:16:55.487971,2799.76,60.0,1.0,0.8833206849256923,2799.74,2799.79,997,235,2799.79
2026-06-12 09:16:55.499400,2799.72,220.0,-1.0,2.0470066424397872,2799.7,2799.74,786,782,2799.7
2026-06-12 09:16:56.160128,2799.8,50.0,1.0,1.1971603015042978,2799.78,2799.82,963,913,2799.82
2026-06-12 09:16:58.598032,2799.83,310.0,1.0,0.3260524934945925,2799.8,2799.86,624,462,2799.86
2026-06-12 09:16:58.643795,2799.73,80.0,-1.0,1.4291062810494044,2799.7,2799.76,390,594,2799.7
2026-06-12 09:16:59.445084,2799.74,130.0,-1.0,0.8505501926876842,2799.71,2799.76,274,175,2799.71
2026-06-12 09:17:04.247438,2799.8,180.0,1.0,0.30030834023576186,2799.78,2799.82,200,681,2799.82
2026-06-12 09:17:04.411403,2799.69,220.0,1.0,1.1935459057477094,2799.66,2799.72,224,295,2799.72
2026-06-12 09:17:04.707231,2799.7,60.0,1.0,1.5292055244539429,2799.68,2799.72,713,404,2799.72
2026-06-12 09:17:04.876461,2799.7,170.0,1.0,2.091316268054153,2799.68,2799.72,808,295,2799.72
2026-06-12 09:17:05.043040,2799.6,170.0,1.0,2.516372548423007,2799.55,2799.65,217,183,2799.65
2026-06-12 09:17:06.847275,2799.53,680.0,1.0,0.4327823077586508,2799.5,2799.56,741,969,2799.56
2026-06-12 09:17:06.867112,2799.57,10.0,-1.0,1.5860329966900182,2799.54,2799.6,985,608,2799.54
2026-06-12 09:17:09.305746,2799.5,40.0,-1.0,0.33084278603939865,2799.48,2799.52,789,821,2799.48
2026-06-12 09:17:13.147567,2799.5,90.0,-1.0,0.30122161666557123,2799.48,2799.52,506,393,2799.48
2026-06-12 09:17:18.166493,2799.46,170.0,1.0,0.30014327750709385,2799.44,2799.48,812,894,2799.48
2026-06-12 09:17:21.628603,2799.49,210.0,-1.0,0.302359380555047,2799.46,2799.52,435,740,2799.46
2026-06-12 09:17:21.708603,2799.44,90.0,1.0,1.3411073458275038,2799.42,2799.46,184,863,2799.46
2026-06-12 09:17:21.811850,2799.43,100.0,-1.0,2.161022963179993,2799.38,2799.48,779,314,2799.38
2026-06-12 09:17:22.535195,2799.41,50.0,1.0,1.1325413443186532,2799.38,2799.44,715,512,2799.44
2026-06-12 09:17:22.608744,2799.39,20.0,-1.0,2.0805085499957636,2799.36,2799.42,363,804,2799.36
2026-06-12 09:17:22.730561,2799.47,20.0,-1.0,2.6936601075418003,2799.42,2799.52,957,824,2799.42
2026-06-12 09:17:22.758442,2799.48,260.0,-1.0,3.717757359800751,2799.43,2799.53,776,977,2799.43
2026-06-12 09:17:23.027066,2799.46,50.0,-1.0,3.1473431002185017,2799.41,2799.51,714,627,2799.41
2026-06-12 09:17:23.032562,2799.48,40.0,-1.0,4.307502635808477,2799.43,2799.53,516,136,2799.43
2026-06-12 09:17:23.542735,2799.5,50.0,-1.0,2.3787950485019893,2799.45,2799.55,815,610,2799.45
2026-06-12 09:17:23.554761,2799.49,220.0,-1.0,3.5085823164239898,2799.44,2799.54,290,354,2799.44
2026-06-12 09:17:32.099368,2799.47,50.0,-1.0,0.30000092198198275,2799.44,2799.5,502,165,2799.44
2026-06-12 09:17:32.555244,2799.46,40.0,-1.0,0.8282140439771526,2799.44,2799.48,597,683,2799.44
2026-06-12 09:17:36.926507,2799.42,40.0,1.0,0.3006613779501118,2799.4,2799.44,517,768,2799.44
2026-06-12 09:17:39.868944,2799.45,40.0,-1.0,0.3060149095479166,2799.42,2799.48,534,767,2799.42
2026-06-12 09:17:40.340892,2799.47,200.0,1.0,0.8157230531952655,2799.44,2799.5,844,789,2799.5
2026-06-12 09:17:42.938800,2799.49,140.0,1.0,0.315980281683684,2799.46,2799.52,944,818,2799.52
2026-06-12 09:17:43.078097,2799.47,180.0,1.0,1.246311757084883,2799.44,2799.5,724,483,2799.5
2026-06-12 09:17:44.031349,2799.47,50.0,-1.0,0.6859285651884166,2799.44,2799.5,296,800,2799.44
2026-06-12 09:17:44.445032,2799.59,30.0,1.0,1.0531736341296645,2799.56,2799.62,759,418,2799.62
2026-06-12 09:17:44.507889,2799.52,40.0,1.0,2.044229081072294,2799.5,2799.54,941,718,2799.54
2026-06-12 09:17:49.648845,2799.41,170.0,-1.0,0.3002819238435043,2799.38,2799.44,500,134,2799.38
2026-06-12 09:17:50.477349,2799.38,160.0,-1.0,0.5701573368315306,2799.36,2799.4,819,748,2799.36
2026-06-12 09:17:53.286151,2799.41,50.0,1.0,0.3093678229667497,2799.38,2799.44,985,742,2799.44
2026-06-12 09:17:54.489810,2799.44,30.0,1.0,0.4385549552495564,2799.42,2799.46,598,879,2799.46
2026-06-12 09:17:54.609407,2799.4,30.0,-1.0,1.379304215495667,2799.38,2799.42,177,413,2799.38
